,text,emotion_label,stress_label
14575,marah banget karena kerjaan berantakan hari ini pas perjalanan,angry,0.82
14576,anxious banget sebelum meeting tadi sih bareng temen sama temen kantor,anxious,0.88
14577,kehilangan semangat buat ngapa ngapain jujur aja pas perjalanan sama keluarga,sad,0.63
14578,senyum sendiri pas inget kejadian tadi dari tadi kepikiran di kampus sama temen kantor,happy,0.09
14579,akhirnya lolos interview kerja jujur aja pas perjalanan,happy,0.24
14580,capek sih tapi puas hasilnya bagus padahal udah coba santai bareng temen sama keluarga,happy,0.19
14581,kecewa banget sama hasilnya banget sendiri,sad,0.85
14582,masih susah move on dari kejadian itu dan kepikiran terus tadi pagi sama dia,sad,0.59
14583,marah banget karena kerjaan berantakan wkwk sama keluarga,angry,0.67
14584,anxious banget sebelum meeting tadi tapi yaudahlah di rumah sama keluarga,anxious,0.7
14585,baru selesai makan siang tadi dari tadi kepikiran di rumah sama dia,neutral,0.22
14586,rasanya sedih banget akhir akhir ini wkwk di kampus sama keluarga,sad,0.64
14587,marah banget karena kerjaan berantakan wkwk di rumah sendiri,angry,0.81
14588,cuaca hari ini lumayan panas tapi yaudahlah pas perjalanan sendiri,neutral,0.3
14589,hari ini produktif dan mood bagus wkwk di rumah sama keluarga,happy,0.28
14590,emosi lihat komentar orang tadi serius bareng temen sama temen kantor,angry,0.91
14591,lagi baca berita sambil santai di kampus sama dia,neutral,0.43
14592,rasanya kosong aja hari ini hari ini di kantor sama dia,sad,0.81
14593,khawatir sama kondisi sekarang jujur aja di rumah sama dia,anxious,0.72
14594,marah banget karena kerjaan berantakan jujur aja bareng temen sama keluarga,angry,0.88
14595,cemas mikirin masa depan wkwk sama temen kantor,anxious,0.78
14596,geram banget sama pelayanan tadi wkwk bareng temen sama dia,angry,0.73
14597,kecewa banget sama hasilnya padahal udah coba santai sama keluarga,sad,0.82
14598,hari ini berat banget dijalanin dan kepikiran terus bareng temen sama temen kantor,sad,0.82
14599,kesal banget hari ini banget asli pas perjalanan sama dia,angry,0.71
14600,akhir akhir ini overthinking terus tapi yaudahlah di kampus sama temen kantor,anxious,0.88
14601,emosi lihat komentar orang tadi wkwk pas perjalanan sama temen kantor,angry,0.81
14602,hari ini biasa aja seperti biasanya padahal udah coba santai di rumah sama dia,neutral,0.29
14603,capek ngadepin orang yang egois hari ini waktu malam,angry,0.69
14604,dapat kabar baik dari keluarga tadi pagi tapi yaudahlah tadi pagi sama temen kantor,happy,0.11
14605,akhir akhir ini overthinking terus banget asli tadi pagi sendiri,anxious,0.71
14606,marah banget karena kerjaan berantakan tapi yaudahlah waktu malam sama keluarga,angry,0.81
14607,hari ini biasa aja seperti biasanya banget di rumah sama dia,neutral,0.36
14608,capek ngadepin orang yang egois jujur aja di rumah sendiri,angry,0.9
14609,deg degan nunggu hasil pengumuman sumpah tadi pagi sama keluarga,anxious,0.97
14610,capek sih tapi puas hasilnya bagus agak random sih di kantor sendiri,happy,0.09
14611,hari ini berat banget dijalanin sih di kantor sendiri,sad,0.65
14612,ngerasa sendirian akhir akhir ini sumpah tadi pagi sama temen kantor,sad,0.84
14613,akhir minggu ini seru banget banget di rumah sama dia,happy,0.21
14614,akhir akhir ini overthinking terus sumpah pas perjalanan sama keluarga,anxious,0.93
14615,cemas mikirin masa depan hari ini bareng temen sama keluarga,anxious,0.87
14616,cuaca hari ini lumayan panas jujur aja sama keluarga,neutral,0.34
14617,kenapa sih harus bikin masalah terus dari tadi kepikiran di kantor,angry,0.83
14618,cuaca hari ini lumayan panas banget di rumah sama dia,neutral,0.29
14619,rasanya sedih banget akhir akhir ini sih bareng temen sama temen kantor,sad,0.75
14620,capek ngadepin orang yang egois serius di kantor sendiri,angry,0.89
14621,udah sabar tapi masih dibohongin banget tadi pagi sama keluarga,angry,0.81
14622,udah sabar tapi masih dibohongin jujur aja di rumah sendiri,angry,0.77
14623,hari ini berat banget dijalanin sih bareng temen sama temen kantor,sad,0.82
14624,ngerasa sendirian akhir akhir ini dari tadi kepikiran waktu malam,sad,0.83
14625,ngerasa sendirian akhir akhir ini sih di rumah sama keluarga,sad,0.6
14626,malam ini kepikiran terus jadi sedih agak random sih pas perjalanan sendiri,sad,0.73
14627,rasanya sedih banget akhir akhir ini dari tadi kepikiran di rumah sama dia,sad,0.59
14628,udah sabar tapi masih dibohongin wkwk bareng temen,angry,0.9
14629,kepikiran banyak hal sampai susah tidur sumpah sama temen kantor,anxious,0.87
14630,kecewa banget sama hasilnya agak random sih tadi pagi sama temen kantor,sad,0.8
14631,rasanya pengen marah terus wkwk waktu malam sendiri,angry,0.71
14632,cuaca hari ini lumayan panas banget asli pas perjalanan,neutral,0.34
14633,marah banget karena kerjaan berantakan agak random sih di kantor sama temen kantor,angry,0.94
14634,akhir akhir ini overthinking terus banget asli di kampus sama temen kantor,anxious,0.94
14635,kesal banget hari ini tapi yaudahlah di kantor sama keluarga,angry,0.75
14636,lagi duduk sambil denger musik wkwk di kampus,neutral,0.29
14637,lagi duduk sambil denger musik jujur aja sama keluarga,neutral,0.39
14638,geram banget sama pelayanan tadi wkwk di rumah sama keluarga,angry,0.82
14639,capek ngadepin orang yang egois tapi yaudahlah sama temen kantor,angry,0.92
14640,besok ada jadwal meeting rutin sumpah di kantor sendiri,neutral,0.34
14641,rasanya sedih banget akhir akhir ini padahal udah coba santai di kampus sendiri,sad,0.83
14642,kesal banget hari ini serius bareng temen sendiri,angry,0.86
14643,kesel banget sama orang yang ga tepat waktu banget bareng temen,angry,0.69
14644,kecewa banget sama hasilnya banget di rumah sama temen kantor,sad,0.68
14645,orang itu bikin emosi banget jujur aja tadi pagi sama keluarga,angry,0.7
14646,cemas mikirin masa depan tapi yaudahlah pas perjalanan sama dia,anxious,0.77
14647,anxious banget sebelum meeting tadi tapi yaudahlah di rumah sama temen kantor,anxious,0.82
14648,kepikiran banyak hal sampai susah tidur dan kepikiran terus di kampus sama keluarga,anxious,0.85
14649,aku cuma pengen istirahat sebentar serius di kantor sendiri,sad,0.61
14650,kesal banget hari ini banget di kampus sama keluarga,angry,0.71
14651,besok ada jadwal meeting rutin wkwk sendiri,neutral,0.23
14652,akhir akhir ini overthinking terus jujur aja sendiri,anxious,0.74
14653,khawatir sama kondisi sekarang agak random sih pas perjalanan sama temen kantor,anxious,0.89
14654,lagi baca berita sambil santai agak random sih pas perjalanan sama dia,neutral,0.4
14655,kepikiran banyak hal sampai susah tidur agak random sih di kantor sendiri,anxious,0.96
14656,cemas mikirin masa depan sama keluarga,anxious,0.94
14657,emosi lihat komentar orang tadi agak random sih bareng temen sama keluarga,angry,0.72
14658,hari ini berat banget dijalanin banget di kampus sendiri,sad,0.58
14659,capek sih tapi puas hasilnya bagus dari tadi kepikiran waktu malam sama temen kantor,happy,0.19
14660,kesal banget hari ini wkwk di kantor,angry,0.75
14661,khawatir sama kondisi sekarang sumpah di kantor sendiri,anxious,0.92
14662,kesal banget hari ini tapi yaudahlah di kampus sama temen kantor,angry,0.78
14663,akhir akhir ini overthinking terus wkwk waktu malam sama dia,anxious,0.96
14664,capek sama keadaan sekarang sumpah waktu malam sendiri,sad,0.59
14665,malam ini kepikiran terus jadi sedih agak random sih pas perjalanan sama dia,sad,0.73
14666,akhir akhir ini overthinking terus sumpah waktu malam sama temen kantor,anxious,0.83
14667,akhir akhir ini overthinking terus wkwk tadi pagi sendiri,anxious,0.77
14668,anxious banget sebelum meeting tadi hari ini waktu malam sendiri,anxious,0.71
14669,baru selesai makan siang tadi waktu malam,neutral,0.34
14670,kesel banget sama orang yang ga tepat waktu jujur aja tadi pagi sendiri,angry,0.75
14671,dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran pas perjalanan sama dia,happy,0.17
14672,kehilangan semangat buat ngapa ngapain jujur aja tadi pagi sama dia,sad,0.66
14673,akhir minggu ini seru banget jujur aja tadi pagi sama temen kantor,happy,0.14
14674,orang itu bikin emosi banget padahal udah coba santai bareng temen sama keluarga,angry,0.92
14675,capek ngadepin orang yang egois sumpah di kantor sama temen kantor,angry,0.75
14676,kecewa banget sama hasilnya wkwk,sad,0.65
14677,deg degan nunggu hasil pengumuman banget waktu malam sama temen kantor,anxious,0.95
14678,capek sama keadaan sekarang dari tadi kepikiran pas perjalanan sama keluarga,sad,0.6
14679,geram banget sama pelayanan tadi dari tadi kepikiran di rumah sama dia,angry,0.94
14680,aku cuma pengen istirahat sebentar wkwk pas perjalanan,sad,0.55
14681,aku cuma pengen istirahat sebentar wkwk sama temen kantor,sad,0.79
14682,takut gagal di presentasi besok banget tadi pagi sama temen kantor,anxious,0.75
14683,akhirnya tugas selesai juga lega banget hari ini di rumah sendiri,happy,0.28
14684,capek sih tapi puas hasilnya bagus banget pas perjalanan,happy,0.06
14685,kesal banget hari ini padahal udah coba santai di rumah sama keluarga,angry,0.75
14686,senyum sendiri pas inget kejadian tadi dan kepikiran terus sama temen kantor,happy,0.16
14687,lagi baca berita sambil santai banget asli di rumah sama keluarga,neutral,0.33
14688,akhirnya tugas selesai juga lega banget sih bareng temen,happy,0.23
14689,deg degan nunggu hasil pengumuman dari tadi kepikiran tadi pagi sama dia,anxious,0.74
14690,seneng banget hari ini ketemu temen lama banget asli waktu malam sendiri,happy,0.18
14691,ngerasa sendirian akhir akhir ini banget asli di kantor sama dia,sad,0.57
14692,hari ini biasa aja seperti biasanya di kantor sama dia,neutral,0.29
14693,kecewa banget sama hasilnya sih di kantor sendiri,sad,0.64
14694,hari ini produktif dan mood bagus sama dia,happy,0.22
14695,besok ada jadwal meeting rutin padahal udah coba santai waktu malam sama temen kantor,neutral,0.43
14696,deg degan nunggu hasil pengumuman serius di kantor sendiri,anxious,0.85
14697,tadi pagi pergi sebentar ke minimarket agak random sih waktu malam sama temen kantor,neutral,0.25
14698,kesal banget hari ini di kampus sendiri,angry,0.71
14699,udah sabar tapi masih dibohongin dari tadi kepikiran sendiri,angry,0.94
14700,kesel banget sama orang yang ga tepat waktu dari tadi kepikiran di rumah sendiri,angry,0.85
14701,ngerasa sendirian akhir akhir ini agak random sih waktu malam sama temen kantor,sad,0.69
14702,kesal banget hari ini tapi yaudahlah waktu malam sama dia,angry,0.87
14703,takut gagal di presentasi besok jujur aja tadi pagi sama keluarga,anxious,0.84
14704,dapat kabar baik dari keluarga tadi pagi dan kepikiran terus tadi pagi sama keluarga,happy,0.27
14705,ngerasa sendirian akhir akhir ini dan kepikiran terus waktu malam,sad,0.79
14706,rasanya kosong aja hari ini bareng temen sama keluarga,sad,0.59
14707,capek sama keadaan sekarang tapi yaudahlah pas perjalanan sama temen kantor,sad,0.68
14708,makan favorit hari ini bikin bahagia dan kepikiran terus sendiri,happy,0.25
14709,rasanya sedih banget akhir akhir ini jujur aja di kantor sama dia,sad,0.69
14710,takut kalau hasilnya jelek banget asli di kantor sendiri,anxious,0.92
14711,hari ini ga ada hal spesial banget pas perjalanan sama keluarga,neutral,0.31
14712,kesel banget sama orang yang ga tepat waktu sumpah sama keluarga,angry,0.83
14713,kesel banget sama orang yang ga tepat waktu dan kepikiran terus waktu malam sama keluarga,angry,0.81
14714,baru selesai makan siang tadi banget asli,neutral,0.26
14715,malam ini kepikiran terus jadi sedih di rumah sama dia,sad,0.69
14716,kesel banget sama orang yang ga tepat waktu agak random sih sama temen kantor,angry,0.68
14717,kepikiran banyak hal sampai susah tidur hari ini di kampus,anxious,0.81
14718,lagi baca berita sambil santai padahal udah coba santai sama dia,neutral,0.43
14719,emosi lihat komentar orang tadi dari tadi kepikiran di kampus sama keluarga,angry,0.67
14720,hari ini berat banget dijalanin hari ini bareng temen sama keluarga,sad,0.84
14721,takut kalau hasilnya jelek wkwk waktu malam sendiri,anxious,0.83
14722,kesal banget hari ini dari tadi kepikiran sama dia,angry,0.81
14723,lagi duduk sambil denger musik padahal udah coba santai bareng temen sama keluarga,neutral,0.25
14724,takut gagal di presentasi besok sih pas perjalanan sama dia,anxious,0.92
14725,kepikiran banyak hal sampai susah tidur wkwk di kantor sama temen kantor,anxious,0.84
14726,lagi baca berita sambil santai hari ini di kampus sendiri,neutral,0.36
14727,khawatir sama kondisi sekarang banget bareng temen,anxious,0.75
14728,hari ini biasa aja seperti biasanya bareng temen sama dia,neutral,0.31
14729,baru selesai makan siang tadi banget asli pas perjalanan sendiri,neutral,0.4
14730,rasanya pengen marah terus dan kepikiran terus pas perjalanan sama temen kantor,angry,0.81
14731,geram banget sama pelayanan tadi serius bareng temen,angry,0.73
14732,makasih ya udah bikin hariku lebih baik dan kepikiran terus waktu malam sama dia,happy,0.07
14733,geram banget sama pelayanan tadi sih di kampus sama temen kantor,angry,0.9
14734,senyum sendiri pas inget kejadian tadi padahal udah coba santai waktu malam sama keluarga,happy,0.09
14735,rasanya kosong aja hari ini sih di kantor,sad,0.83
14736,rasanya pengen marah terus hari ini bareng temen sama temen kantor,angry,0.68
14737,tadi pagi pergi sebentar ke minimarket serius bareng temen sendiri,neutral,0.35
14738,rasanya sedih banget akhir akhir ini hari ini di kampus sama keluarga,sad,0.82
14739,emosi lihat komentar orang tadi agak random sih pas perjalanan sama temen kantor,angry,0.89
14740,rasanya sedih banget akhir akhir ini banget di kampus sama dia,sad,0.64
14741,hari ini berat banget dijalanin banget asli sama dia,sad,0.65
14742,akhir minggu ini seru banget serius di rumah sendiri,happy,0.28
14743,capek ngadepin orang yang egois banget di kantor sendiri,angry,0.75
14744,tadi pagi pergi sebentar ke minimarket padahal udah coba santai tadi pagi sama dia,neutral,0.22
14745,geram banget sama pelayanan tadi sih bareng temen sendiri,angry,0.94
14746,orang itu bikin emosi banget agak random sih bareng temen sama dia,angry,0.71
14747,kepikiran banyak hal sampai susah tidur tapi yaudahlah sama dia,anxious,0.83
14748,takut gagal di presentasi besok banget di rumah sama dia,anxious,0.86
14749,rasanya gugup terus hari ini sumpah di kampus sama keluarga,anxious,0.93
14750,seneng banget hari ini ketemu temen lama wkwk pas perjalanan,happy,0.12
14751,udah sabar tapi masih dibohongin banget bareng temen sama dia,angry,0.71
14752,makasih ya udah bikin hariku lebih baik sumpah di kantor sama temen kantor,happy,0.22
14753,aku cuma pengen istirahat sebentar banget bareng temen,sad,0.76
14754,akhir minggu ini seru banget banget asli pas perjalanan sendiri,happy,0.28
14755,rasanya pengen marah terus serius waktu malam sama temen kantor,angry,0.85
14756,cemas mikirin masa depan jujur aja tadi pagi sendiri,anxious,0.96
14757,orang itu bikin emosi banget banget asli sama temen kantor,angry,0.81
14758,rasanya gugup terus hari ini banget waktu malam sama keluarga,anxious,0.77
14759,aku cuma pengen istirahat sebentar wkwk di kampus sama dia,sad,0.59
14760,lagi duduk sambil denger musik dari tadi kepikiran pas perjalanan,neutral,0.4
14761,deg degan nunggu hasil pengumuman banget bareng temen sama keluarga,anxious,0.82
14762,ngerasa sendirian akhir akhir ini di rumah sama keluarga,sad,0.58
14763,capek ngadepin orang yang egois tapi yaudahlah bareng temen,angry,0.74
14764,dapat kabar baik dari keluarga tadi pagi sih di rumah sendiri,happy,0.25
14765,seneng banget hari ini ketemu temen lama banget asli bareng temen sama dia,happy,0.05
14766,kesal banget hari ini serius di kantor sama keluarga,angry,0.89
14767,capek ngadepin orang yang egois sih di kantor sendiri,angry,0.66
14768,takut gagal di presentasi besok sih di kampus sama keluarga,anxious,0.75
14769,hari ini biasa aja seperti biasanya agak random sih pas perjalanan sama dia,neutral,0.26
14770,hari ini berat banget dijalanin dan kepikiran terus waktu malam sama dia,sad,0.74
14771,tadi pagi pergi sebentar ke minimarket sih di kampus sendiri,neutral,0.38
14772,makan favorit hari ini bikin bahagia banget asli waktu malam sama temen kantor,happy,0.15
